district_id,state_name,district_name,z_malnutrition_index_pc1,z_improved_sanitation_pct,z_women_10plus_schooling_pct,z_institutional_deliveries_pct,z_hjg_villages_reported_ratio,cluster,pca1,pca2
255,Jharkhand,Sahebganj,1.3916172518147791,-2.0112583569648623,-1.529794671284811,0.17670804663113515,-1.50698119655793,3,-3.0254604548217916,0.739580590263624
256,Jharkhand,Saraikela Kharsawan,1.9223394670824312,-0.7702513584074243,-0.2995312255540851,0.17670804663113515,-0.5967490656137153,3,-1.7523172851833464,0.6287223367345918
257,Jharkhand,Simdega,0.9468225216023503,-0.04107210501774315,-0.7449714386634859,0.186135717390787,-0.8878108913854186,2,-1.0818217513562058,0.40763838022723387
258,Jharkhand,West Singhbhum,3.0654672624480512,-2.396882000584405,-1.225764049638712,-0.3983798697076587,-0.7482368348970969,3,-3.9298766902379243,0.30945383845861724
259,Karnataka,Bagalkote,0.9376767403067056,-1.4433398999978995,-0.17933307281027838,0.6009532308154917,-0.4760513002171306,3,-1.466978161648178,0.9744937433169815
260,Karnataka,Ballari,0.6182634278850007,-0.5458885112105996,-0.02378252220064669,0.5820978892961867,-0.12331885682834379,2,-0.6175191909180267,0.7203947053801861
261,Karnataka,Belagavi,0.6573410657557306,-0.29348030811417086,0.5347853640793954,0.5915255600558398,-0.27032694707425187,2,-0.2085199457054532,0.8711097645973008
262,Karnataka,Bengaluru Rural,-0.34416236330862665,1.1859122155898936,1.1357761277984282,0.6009532308154917,-0.5252347127085214,0,1.5001217786125998,0.7691711771103229
263,Karnataka,Bengaluru Urban,-0.262171621041908,1.2980936391883067,2.1115023088952105,0.6009532308154917,-0.9769500836923763,0,1.9788154160977367,1.1251162551987133
264,Karnataka,Bidar,0.6280082945198256,-1.0787502733030585,0.3368119360307731,0.5915255600558398,-0.30695455520593373,2,-0.7653160969366587,0.9421709837160595
265,Karnataka,Chamarajanagara,-0.05242969645095287,0.23237011500338772,0.10348611011632525,0.5820978892961867,-0.054761529434043756,2,0.293414413103953,0.5389111009147296
266,Karnataka,Chikkaballapura,-0.5267020174195131,0.9124699955687637,0.5489263232257258,0.6009532308154917,-0.7623933997482275,2,1.0743948021348881,0.7255268279734483
267,Karnataka,Chikkamagaluru,-0.3679497552124602,1.431309079711421,0.5701377619452208,0.5915255600558398,-1.0818539524662905,2,1.2401343666793574,0.7692176094687062
268,Karnataka,Chitradurga,0.07093003354085942,-0.6160019009596069,0.5701377619452208,0.5915255600558398,-0.822441768680327,2,-0.14882503912139497,1.0237312378637233
269,Karnataka,Dakshina Kannada,-0.18466196730675266,1.7678533505066583,1.595357300054159,0.6009532308154917,-0.7736106459784309,0,1.9591836211697513,0.8898698254558092
270,Karnataka,Davangere,0.41393752035050974,0.8002885719703506,0.48529200706724007,0.5915255600558398,-0.15099694421296542,2,0.5579795446154097,0.6425764211610127
271,Karnataka,Dharwad,0.7993981967832267,0.5198350129743193,0.7893226287133388,0.6009532308154917,1.147716118569558,0,0.5850531267053423,0.4013492700281939
272,Karnataka,Gadag,0.9230416744523646,-1.1698976799767686,0.34388241560393823,0.5820978892961867,1.2188357536343375,3,-0.7027087713459136,0.5089381581389878
